SMILES,logKow
CC(C)(C)NCC(O)COc1ccccc1,1.5
Nc1nc(N)nc(-c2cccc(SC(F)(F)F)c2)n1,3.2
CSc1cccc(-c2nc(=N)[nH]c(=N)[nH]2)c1,2.16
CS(=O)(=O)c1cccc(-c2nc(=N)[nH]c(=N)[nH]2)c1,0.29
COc1ccc(Br)cc1-c1nc(=N)[nH]c(=N)[nH]1,1.53
Clc1ccc(Oc2cc(Cl)ccc2Cl)cc1,5.66
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1,6.14
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,7.84
O=C(NC12CC3CC(CC(C3)C1)C2)NP(=O)(N1CC1)N1CC1,1.81
CC(=O)Nc1nonc1C,0.17
O=C1CN=C(c2ccccc2Br)c2cc(Br)ccc2N1,3.3
O=C1CN=C(c2cccc(Br)c2)c2cc(Br)ccc2N1,3.88
O=C1CN=C(c2ccc(Br)cc2)c2cc(Br)ccc2N1,4.04
O=C1CN=C(c2cccc(Cl)c2)c2cc(Br)ccc2N1,3.63
O=C1CN=C(c2ccc(Cl)cc2)c2cc(Br)ccc2N1,3.78
CN(C)C(=O)c1cccc(Oc2ccccc2)c1,2.57
CC(C)c1nnc(N)o1,0.2
O=[N+]([O-])c1ccc(OCCN2CCOCC2)cc1,1.54
CCC1(C2=CCCCCC2)C(=O)N(C)C(=O)N=C1O,2.82
CCCOc1ccccc1NC(=O)OCCN1CCOCC1,2.78
CCCCOc1ccccc1NC(=O)OCCN1CCOCC1,3.25
CCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,3.7
CCCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,4.24
CCCCCCCOc1ccccc1NC(=O)OCCN1CCOCC1,4.51
CCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,3.04
CCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,3.62
CCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,4.13
CCCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,4.73
CCCCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,5.28
CCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,2.78
CCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,3.35
CCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,4.51
CCCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,4.96
CCCCCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,4.8
COC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,1
CCCCCOc1ccc(NC(=O)OCCN2CCOCC2)cc1,3.96
CC1CC(C)CN(N=O)C1,1.53
CCc1ccc(NC(=O)CN2CCCCC2)cc1,3.52
COC(=O)Nc1cccc(C#N)c1,1.77
COc1ccc(-c2ssc(=S)c2C)cc1,4.1
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,6.61
Cc1no[n+]([O-])c1Cl,0.9
CN(Cc1ccc(Cl)cc1)N=Nc1ccc(C(=O)O)cc1,4.85
CN(Cc1ccc([N+](=O)[O-])cc1)N=Nc1ccc(C(=O)O)cc1,4.03
CN(Cc1ccc(C#N)cc1)N=Nc1ccc(C(=O)O)cc1,3.6
Cc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,4.75
COc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,4.43
CC(O)=Nc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,3.35
CN(Cc1ccccc1)N=Nc1ccc(C#N)cc1,3.82
CCCCNc1ccccc1OC,2.85
CN(Cc1ccccc1)N=Nc1ccc(C(=O)O)cc1,4.04
OCCCCCC(F)(F)F,1.64
CCN(CC)C(=O)COC(=O)c1ccccc1O,1.99
COc1ccc(Cc2cnc(N)nc2N)c(OC)n1,2.01
O=[N+]([O-])c1cnc(Br)[nH]1,0.71
COC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3
CCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.5
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,4.7
Cc1cc(Br)cc(C)c1NC1=NCCN1,2.8
COc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,1.6
Clc1cccc(Br)c1NC1=NCCN1,1.73
O=[N+]([O-])c1cc(Cl)c(NC2=NCCN2)c(Cl)c1,2.1
NC1=NN(c2cccc(C(F)(F)F)c2)CC1,2.56
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,4.82
N=C(O)c1c(Cl)cccc1Br,1
NC(=O)c1c(F)cccc1Cl,0.49
Cc1nnc(-c2ccccn2)o1,0.46
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-3.05
CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,1.38
CCCCCCCCCCCC(=O)N1CCCC1=O,5.05
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,3.7
NC(=O)c1ccc(Cl)nn1,0
c1ccc2c(c1)nnn2C1CCCC1,2.61
c1ccc2nn(C3CCCCC3)nc2c1,3.63
CN(C)N=Nc1ccc(NC(=N)O)cc1,1.25
CCCCCCCCN(C)N=Nc1ccc(C(N)=O)cc1,4.7
c1ccc2nn(C3CCCC3)nc2c1,3.04
c1ccc2c(c1)nnn2C1CCCCC1,3.11
CCCC(=O)OCn1cc(F)c(=O)[nH]c1=O,0.47
Cc1ccccc1C(=O)c1ccc2n1CCC2C(=O)O,2.9
O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)O,2.8575
N#CC(C#N)N=Nc1ccc(N=Nc2ccccc2)cc1,4.25
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1.87
Clc1cccc(Oc2ccc(Cl)c(Cl)c2)c1,5.74
CC(C)=CCC1(C)C(=O)NC(=O)NC1=O,1.17
CN(C)N=Nc1ccccc1I,3.5
CN(C)N=Nc1ccccc1CO,1.73
C=CCN(C)N=Nc1ccc(C(N)=O)cc1,2.09
CON(C)N=Nc1ccc(C(N)=O)cc1,1.19
COc1ccc(C(=N)O)cc1N=NN(C)C,0.44
CNC(=O)c1ccccc1N=NN(C)C,1.83
CN(C)N=Nc1ccccc1C(=O)NCC#N,1.79
CN(C)N=Nc1ccccc1C(=O)NCC(N)=O,1.18
CN(C)N=Nc1ccccc1C(=O)NC#N,0.8
CC(=O)N(C)N=Nc1ccc(C)cc1,3.23
CN(C)N=Nc1ccccc1C(=O)NN,1.28
O=C(Oc1ccccc1)n1cc(F)c(O)nc1=O,0.64
O=C(OCc1ccccc1)n1cc(F)c(O)nc1=O,1.18
CCCCCCOC(=O)n1cc(F)c(O)nc1=O,2.04
Cc1cccc(C)c1N(CCCN1CCCCC1)C(=O)Cc1ccccc1,5.28
CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,2.23
N#CC(=Cc1ccco1)[N+](=O)[O-],1.05
Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,2.13
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,2.39
CCCC(C)n1nnc2ccccc21,2.95
CCCCC(N)Cc1ccccc1,3.36
CC(C)(C)C(N)Cc1ccccc1,2.91
CC(C)CC(N)Cc1ccccc1,3.29
Clc1cc(Cl)c2c(c1)Oc1c(ccc(Cl)c1Cl)O2,6.43
COc1cc([N+](=O)[O-])c(OC)cc1CC(C)N,1.74
Clc1cc(Cl)c2oc3c(Cl)c(Cl)c(Cl)cc3c2c1,6.59
CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,2.31
Clc1ccc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c1,6.79
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1,2.63
Clc1c(Br)cccc1NC1=NCCN1,1.82
Nc1ccc2nc3ccccn3c2n1,1.38
Cc1cccn2c1nc1ccc(N)nc12,1.75
Brc1cc2oc3cc(Br)c(Br)cc3c2cc1Br,6.1
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,4.1
CC1CN(N=O)CC(C)N1,0.73
CCc1ccccc1C(N)=O,1.17
CCCOc1cncc(C)n1,2.29
COCCN(CCOC)N=O,-0.38
CCOCCN(CCOCC)N=O,0.79
Brc1ccc(Br)c(-c2cc(Br)c(Br)cc2Br)c1,7.1
Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,7
c1ccc2c(c1)OCCOCCOCCOCCOCCOCCO2,0.57
Cc1cc2c(nc1N)[nH]c1ccccc12,2.9
COc1nc[nH]c1[N+](=O)[O-],0.13
O=C(Nc1ccccc1)Nc1ccnc(Cl)c1,3.2
CC(=O)OCC(Cn1ccnc1[N+](=O)[O-])OC(C)=O,-0.05
CCS(=O)(=O)CCn1ccnc1[N+](=O)[O-],-0.58
COC(=O)C(=Cc1ccc([N+](=O)[O-])o1)[N+](=O)[O-],1.6
COC(=O)C(=Cc1ccc(Br)o1)[N+](=O)[O-],2.74
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,6.75
CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C,4.78
CON(C)C(=O)Nc1ccc(OCCc2ccc(C)cc2)cc1,3.81
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,5.95
O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,0.78
CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,2.41
CC(=O)NC(=O)COC(=O)c1ccccc1,1.24
CCCCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(=O)OC,4.6
N#Cc1ccnnc1,-0.63
CC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,2.7
C=CCN(CCC#N)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,5.4
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1SC,1.54
Clc1ccc(Oc2ccccc2Cl)c(Cl)c1,4.96
OC1=NC(Sc2ccc(Cl)cc2)C1,2.31
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,3.94
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,2.22
CC(C)(C)C(=O)CC(C(O)C(C)(C)C)n1cncn1,1.95
CC(C)Oc1ccccc1OC(=O)N(C)C,2.06
NNC(=O)Nc1ccc(Cl)cc1,0.87
CCCCCn1nnc2ccccc21,3.22
CC(C)n1nnc2ccccc21,1.98
CCCCC(C)n1nnc2ccccc21,3.44
OCCCn1nnc2ccccc21,0.91
OCCCCn1nnc2ccccc21,1.03
OCCCCCn1nnc2ccccc21,1.51
OCCCCCCn1nnc2ccccc21,1.71
O=C(O)CCCCn1nnc2ccccc21,0.48
O=C(O)CCCCCn1nnc2ccccc21,0.86
O=C(O)CCCCn1nc2ccccc2n1,0.94
CCOC(=O)Cn1nnc2ccccc21,1.3
CCOC(=O)CCCn1nnc2ccccc21,1.86
CCOC(=O)CCCCn1nnc2ccccc21,2.2
CCOC(=O)CCCCCn1nnc2ccccc21,2.68
CCOC(=O)Cn1nc2ccccc2n1,1.85
CCOC(=O)CCn1nc2ccccc2n1,2.12
NC(=O)Cn1nnc2ccccc21,-0.1
NC(=O)CCn1nnc2ccccc21,0.27
N=C(O)CCCn1nnc2ccccc21,0.37
N=C(O)CCCCn1nnc2ccccc21,0.58
N=C(O)CCCCCn1nnc2ccccc21,0.79
CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O,3.18
CNC(=O)CCc1c[nH]c2ccccc12,1.23
CC(=O)Nc1cc(C)c(O)cc1C,0.6
CCOC(=O)C(=Cc1ccc([N+](=O)[O-])o1)C(=O)OCC,2.5
C=C(Br)CC1(C(C)CC)C(=O)N(C)C(=O)N=C1O,2.43
N#CC(C#N)=Cc1ccc(I)o1,2.42
O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,-1.24
Clc1cc(Cl)c2oc3c(Cl)cc(Cl)c(Cl)c3c2c1,6.34
CCCc1nnc(N)o1,0.23
CC(C)Cc1nnc(N)o1,0.4
CC(C)(C)c1nnc(N)o1,0.48
CCCCCc1nnc(N)o1,1.1
CCCCCCc1nnc(N)o1,1.43
Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,7.6
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,4.065
CCNC(=O)c1cc2ccccc2[nH]1,2.32
CON(C)C(=O)Nc1ccc(OCCc2ccccc2)cc1,4.5
CCN(CC)P(=O)(N(CC)CC)N1CCCC1,2.39
O=c1c2c(nc3ccccn13)CCC2,1.19
Cc1ccc2nc3c(c(=O)n2c1)CCC3,1.63
CCCOc1cnccn1,1.84
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,6.2
O=[N+]([O-])c1nccn1CC(O)CN1CCCCC1,1
O=C(O)Cc1ccccc1Nc1cccc(Cl)c1Cl,4.86
O=C(O)Cc1ccccc1Nc1ccccc1,3.49
CCCCOC(NC(=O)c1ccccc1O)C(Cl)(Cl)Cl,4.45
Cc1ccccc1N1C(=O)CCC1=O,0.29
CCc1c(C)nc2cccc(C)n2c1=O,1.86
CCc1c(C)nc2n(c1=O)C(C)CCC2,1.43
CCCc1c(C)nc2ccccn2c1=O,1.75
CCc1nc2cccc(C)n2c(=O)c1C,1.87
CCCc1nc2cccc(C)n2c(=O)c1CC,2.37
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.27
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,-1.03
CON(C)C(=O)Nc1cccc(C(C)(C)C)c1,3.21
CC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,-0.22
CCCCOc1cccc(N2C(=N)NC(=N)NC2(C)C)c1,2.03
Clc1cc(Cl)c2c(oc3c(Cl)ccc(Cl)c32)c1Cl,6.34
Clc1ccc2c(c1)oc1c(Cl)c(Cl)cc(Cl)c12,6.23
Clc1ccc(Cl)c2c1oc1c(Cl)ccc(Cl)c12,5.6
Clc1cc(Cl)c2oc3c(Cl)ccc(Cl)c3c2c1Cl,6.59
CC(C)N(C(=O)c1ccccc1Cl)C(C)C,3
CC1=Nc2ncccc2S(=O)(=O)N1,-0.25
CN(C)CCC(c1ccccc1)c1ccc(C(C)(C)C)cc1,5.1
CN(C)CCCC(c1ccccc1)c1ccc(C(C)(C)C)cc1,5.72
CN(C)CCN(Cc1ccc(C(C)(C)C)cc1)c1ccccc1,5.34
CN(C)C(=O)Nc1cccc(OCCc2ccccc2)c1,3.39
Clc1cc(Cl)c2c(oc3ccc(Cl)c(Cl)c32)c1Cl,6.51
NC(CC12CC3CC(CC(C3)C1)C2)C(=O)O,0.43
N#Cc1cc(-c2ccncc2)cnc1Cl,1.74
COc1ncc(-c2ccncc2)cc1C#N,2.02
COC(=O)Cn1cnc([N+](=O)[O-])n1,-0.38
CC(C)OCC(O)Cn1ccnc1[N+](=O)[O-],0.51
COCCn1ccnc1[N+](=O)[O-],0.12
O=[N+]([O-])c1nccn1CCCOc1ccccc1,2.38
CC(=O)Cn1ccnc1[N+](=O)[O-],-0.34
CCOCCn1ccnc1[N+](=O)[O-],0.53
O=[N+]([O-])c1nccn1CCOc1ccccc1,1.89
COCC(O)Cn1cc([N+](=O)[O-])nc1C,-0.36
CS(=O)(=O)CCn1ccnc1[N+](=O)[O-],-1.3
O=[N+]([O-])c1nccn1CCS(=O)(=O)c1ccccc1,0.52
CN=C(O)ON=Cc1ccc(Cl)cc1,2.27
Nc1ccn(C2CC(CO)C(O)C2O)c(=O)n1,-2.41
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,2.16
CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,1.05
COc1cc(S(=O)(=O)CCC(C)C)cc(OC)c1OC,2.12
CCCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,1.56
COc1cc(S(=O)(=O)CC(O)c2ccccc2)cc(OC)c1OC,1.65
CCCCN(C)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,2.05
CCCCN(CCCC)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,3.55
C[N+](C)(C)Cc1cccc(N)c1,-2.5
COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(=O)C(F)(F)F)CC2,2.08
COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1,2.58
COc1ccc(C(=O)CCCC(=O)O)cc1Cl,2.17
Cc1cccc(O[Si]23OCCN(CCO2)CCO3)c1,0.15
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,5.8
CCCCCCN1CC(C(=O)OC)CC1=O,2.3
Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl,3.69
Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl,7.01
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,6.28
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,6.72
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,6.82
Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,7.28
COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,3.4
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)cccc1O2,6.39
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1.1
COC(=O)n1cc(F)c(O)nc1=O,-0.68
CC(C)COC(=O)n1cc(F)c(O)nc1=O,0.87
Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl,6.72
NC(=O)CCCc1ccncc1,-0.09
Clc1cc2c(c(Cl)c1Cl)Oc1ccc(Cl)c(Cl)c1O2,6.74
Clc1cc(Cl)c2c(c1)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.53
Clc1cc(Cl)c2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,6.4
Cc1c(-c2ccccc2)oc2ccccc2c1=O,3.92
Clc1cc(Cl)c2c(c1)oc1c(Cl)cc(Cl)cc12,6.37
N#Cc1ncc(Cl)nc1C#N,0.95
CCc1nc(C#N)c(C#N)nc1Cl,1.79
CCCCc1nc(C#N)c(C#N)nc1Cl,2.89
CCCCc1nc(C#N)c(C#N)nc1C,2.3
CC(=O)c1cccc(NC(=O)Cc2ccccc2)c1,2.62
Cc1nc(C#N)c(C#N)nc1Cl,1.29
CC1(C)CCC(c2ccccc2)(N2CCCCC2)CC1,6.39
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],2.9
CC(=NN=C(N)N)c1cccs1,1.05
c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCO2,0.45
CC1CC(C)(C)CC(c2ccccc2)(N2CCCCC2)C1,6.35
O=C(CC1CCCCC1)N1CCCCC1,3.2
CCN(CC)CC(=O)NCc1ccccc1,2.14
CCCN(CCC)CC(=O)NCc1ccccc1,3.11
O=C(CN1CCCCC1)NCc1ccccc1,2.27
O=C(CN1CCOCC1)NCc1ccccc1,0.67
CCCCCCCCCCCCCc1cccc(O)c1,8.84
COc1ccc(C2=NCC(=O)N(C)c3ccc(Cl)cc32)cc1,3.15
CC(=O)Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,3.08
CN(N=O)C(=O)N(C)c1ccccc1,1.58
O=C1CCC(=O)N1c1ccccc1F,0.22
O=C1CCC(=O)N1c1ccccc1I,0.8
O=C1CCC(=O)N1c1cccc(I)c1,1.39
CCc1cccc(N2C(=O)CCC2=O)c1,1.04
COC(=O)c1cccc(N2C(=O)CCC2=O)c1,0.36
CCc1ccc(N2C(=O)CCC2=O)cc1,1.1
COC(=O)C(c1ccccc1)C(C)C,3.33
CNCCOc1cc(C)c(O)cc1C(C)C,2.35
COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,2.13
CCc1ccccc1-c1nc(=N)[nH]c(=N)[nH]1,1.65
COc1ccccc1-c1nc(N)nc(N)n1,0.58
CCOc1ccccc1-c1nc(=N)[nH]c(=N)[nH]1,1.03
N=c1nc(-c2ccccc2I)[nH]c(=N)[nH]1,1.41
Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,3.19
Cc1[nH]cnc1CSCCNc1ncc(Cc2ccc3c(c2)OCO3)c(=O)[nH]1,2.11
C#CCN1CC(=O)N(COC(=O)C2C(C=C(C)C)C2(C)C)C1=O,2.9
COC(=O)C(=Cc1ccco1)[N+](=O)[O-],1.88
CC(=O)c1ccc2ncccc2c1,1.58
O=C1OC2(CCCC2)c2ccccc21,2.56
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,2.89
NC1CC2OC1c1ccccc12,0.75
CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,3.23
CCCCOc1ccc(C(N)=O)cc1,2.48
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,-2.05
COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,1.18
Cc1cc2occc2c2oc(=O)ccc12,2.41
NNC(=O)Nc1ccc(C(=O)O)cc1,-0.21
CC(C)c1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,1.23
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,0.4
CCOC(=O)C(CC)(CC)C(=O)NC(N)=O,1.45
CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C,1.99
CCC(CC)(C(=O)NC(N)=O)C(=O)OCc1ccccc1,2.74
CCC(CC)(C(=O)NC(N)=O)C(=O)OCOC,1
CCC(CC)(C(=O)NC(N)=O)C(=O)OCC(=O)OC,0.99
Nc1ccc(C(=O)O)c(I)c1,1.65
CCC(CC)(C(=O)NC(N)=S)C(=O)OC,1.82
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,3.4
CN1CCc2cccc(Cl)c2CC1,2.92
CCOC(=O)c1ccc2ncccc2c1,2.64
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-0.2
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3.29
Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,4.04
CON(C)C(=O)Nc1cccc(OCc2ccccc2)c1,3.11
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,3.1
CC(=O)Nc1ccc2c(c1)S(=O)(=O)c1ccc(C)cc1C2=O,2.76
CCc1ccc2c(c1)C(=O)c1ccc(NC(C)=O)cc1S2(=O)=O,3.44
CCCc1ccc2c(c1)C(=O)c1ccc(NC(C)=O)cc1S2(=O)=O,3.51
CS(=O)CCn1ccnc1[N+](=O)[O-],-1.22
O=C(Cn1ccnc1[N+](=O)[O-])N(CCO)CCO,-1.64
Cc1nc[nH]c1CSCCNc1[nH]ccc1[N+](=O)[O-],1.04
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,1.2
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,2.2
CC(C)(C)NC(=O)NN,-0.81
CCN(CC)Cc1ccc(C(=O)Nc2c(C)cccc2C)cc1,3.49
CCCCCC[n+]1ccccc1,-2.03
Clc1cc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,6.87
Clc1cc(Cl)cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,7.1
Clc1ccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,7.2
Clc1cc(Cl)cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,7.37
CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,3.11
Cn1c([N+](=O)[O-])cnc1C1CC1,1
Cc1ncc([N+](=O)[O-])n1CC(O)Cn1c([N+](=O)[O-])cnc1C,0.31
O=Cc1cc(Br)ccc1Br,3.35
CN1CCN(CCn2cncc2[N+](=O)[O-])CC1,-0.2
Cc1cccc(C)c1NC(=O)c1ccc(CN2CCCCC2)cc1,3.86
O=C(O)C(=O)Nc1nc(-c2ccc3c(c2)OCCO3)cs1,1.8
CNC(=S)NCCSCc1cncn1C,0.32
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(=O)N(C)C,-0.21
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(C)C,3.37
N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,3.86
CC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.23
CCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.71
CCCCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,2.61
CCCN(CCC)C1CCc2ccc(O)cc2C1,3.75
CCN(CC)c1ccc(CO)cc1,2.29
CSCCCOc1ccc([N+](=O)[O-])cc1,3.24
CC(=O)Nc1nc(=O)c2ncn(COCCOC(C)=O)c2[nH]1,-0.85
COc1cc(CC(=O)O)ccc1OCC1CCCCC1,3.35
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,4.04
Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,1.84
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)c(F)c21,0.3
CN1CCN(C(=O)c2ccccc2)CC1,0.35
CC(=O)n1c(O)ncc(F)c1=O,-0.34
COc1nc(C)nc(Cl)c1NC1=NCCN1,0.9
OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(-c2ccccc2)cc1,4.23
CCOC(=O)C(C)n1nc2ccccc2n1,2.38
CCOC(=O)C(C)n1nnc2ccccc21,1.87
CCOC(=O)c1ccc(Cl)nn1,0.12
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,3.8
Nc1cc(N=O)ccc1O,0.03
O=[N+]([O-])c1cccc(C2NCCS2)c1,1.59
CCN(CC)c1ccc(Nn2c(C)ccc2C)nn1,2.73
Cc1ccc(C)n1Nc1ccc(N2CCOCC2)nn1,1.94
Cc1ccc(C)n1Nc1ccc(N2CCCC2)nn1,2.45
Cc1ccc(C)n1Nc1ccc(N2CCCCC2)nn1,3.13
Cc1ccc(C)n1Nc1ccc(N2CCN(C)CC2)nn1,1.94
Cc1ccc(C)n1Nc1ccc(N2CCNCC2)nn1,1.44
Cc1ccc(C)n1Nc1ccc(N(CCO)CCO)nn1,1.06
Cc1ccc(C)n1Nc1ccc(N(CCO)CC(C)O)nn1,1.3
Cc1ccc(C)n1Nc1ccc(N(CC(C)O)CC(C)O)nn1,1.55
Cc1ccc(C)n1Nc1ccc(N2CCC(O)CC2)nn1,1.7
