SMILES,logKow
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,2.75
CN1CC=C(c2ccncc2)CC1,1.25
CCNc1nonc1N,0.51
O=c1nc(N=CN2CCOCC2)ccn1C1CCC(CO)O1,-0.97
CCCN(C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1)CCC,1.35
O=c1nc(N=CN2CCOCC2)ccn1C1CC(F)C(CO)O1,-0.68
O=c1nc(N=CN2CCCC2)ccn1C1CC(F)C(CO)O1,-0.16
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,2.32
N=c1nc(O)n(C2OC(CO)CC2F)cc1Cl,-0.46
CCOc1cccc(-c2nnc(C)n(NC)c2=O)c1,1.91
CSc1nnc(-c2cc(Cl)cc(Cl)c2)c(=O)n1N,3.02
Nn1c(S)nnc(-c2cc(Cl)cc(Cl)c2)c1=O,2.67
CNc1nnc(-c2cc(Cl)cc(Cl)c2)c(=O)n1N,1.91
CCOc1cccc(-c2nnc(S)n(C)c2=O)c1,2.67
Cn1c(S)nnc(-c2ccc(OC(F)(F)F)c(Cl)c2)c1=O,3.61
CC(C)COC(=O)n1c(-c2cscn2)nc2ccccc21,3.46
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)C(Cl)Cl,3.87
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccccc1,4.47
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccc(Cl)c(Cl)c1,5.85
Cn1nc2ccc(NC(=O)CCl)cc2n1,1.22
Cn1nc2ccc(NC(=O)c3ccccc3)cc2n1,2.44
Cn1nc2ccc(NC(=O)c3ccc(Cl)cc3)cc2n1,3.13
Cn1nc2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc2n1,2.53
COc1cc(C(=O)Nc2ccc3nn(C)nc3c2)cc(OC)c1OC,2.38
CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,3.2
CCNC(=O)c1ccoc1,0.72
CC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,5.52
OC(Cn1ccnc1)(c1cccc(Br)c1)c1ccc(F)cc1F,3.6
OC(Cn1ccnc1)(c1ccccc1)c1ccc(Br)cc1,3.35
COC(C)(OC)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,3.45
Oc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,2.49
OC(CN1CCCC1)(c1ccc(F)cc1)c1ccc(-c2ccncc2)cc1,3.84
OC(CN1CCOCC1)(c1ccc(F)cc1)c1ccc(-c2ccncc2)cc1,2.82
O=[N+]([O-])c1cnc(Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(Cl)c1,2.6
O=[N+]([O-])c1cc(Cl)c(Nc2ncc(C(F)(F)F)cc2Cl)c([N+](=O)[O-])c1,3.74
O=[N+]([O-])c1cnc(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2C(F)(F)F)c(Cl)c1,2.8
O=C(Oc1ccccc1Cl)N1CCCC1,3.13
O=C(Oc1cc(O)c(Cl)cc1Cl)N1CCCC1,2.98
C#CCOC1=Nc2cc(OC(=O)N3CCCC3)c(Cl)cc2OC1,2.93
C#CCOc1cc(OC(=O)N2CCC(F)(F)C2)c(Cl)cc1Cl,3.42
CC(=O)N1c2ccc(C)cc2C2CN(C)CCC21,1.25
O=C1c2ccccc2OCN1CCO[N+](=O)[O-],1.85
Cc1ccc2c(c1)C(=O)N(CCO[N+](=O)[O-])CO2,2.41
O=C1N=C(O)C2(CCCCCC2)C(O)=N1,1.36
O=C1N=C(O)C2(CCCCCCC2)C(O)=N1,1.79
O=C1N=C(O)C2(CCCCCCCCCC2)C(O)=N1,3.15
O=C1N=C(O)C2(CCCCCCCCCCC2)C(O)=N1,3.51
CCCCc1ccc(NC(C)=O)c(Br)c1,3.39
CCCCc1ccc(NC(C)=O)c(C)c1,3.1
COc1cc(Br)ccc1NC(C)=O,2.02
CC(=O)Nc1cc(OC(F)(F)F)c(Cl)cc1Cl,3.71
CCOC(=O)C(C)Oc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.53
COC(=O)c1cc(S(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.57
COC(=O)c1cc(S(=O)c2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.65
NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(CN3CCOCC3)cc2)cs1,0.98
C=CCC1(C)C(O)=NC(=O)N=C1O,0.36
CC(C)=CCC1(C(C)(C)C)C(O)=NC(=O)N=C1O,2.56
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CCC,3.95
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CCCC,4
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C(C)C,3.77
C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)C1CC1,3.01
COc1cccc(OCc2ccccc2CCCN2CCC(O)CC2)c1,3.35
COc1ccccc1OCc1ccccc1CCCN1CCC(O)CC1,2.82
COc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,3.1
CCOc1cccc(OCc2ccccc2CCCN2CCC(O)CC2)c1,3.5
CCOc1ccccc1OCc1ccccc1CCCN1CCC(O)CC1,3.1
CCOc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,3.42
Cc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,3.5
CCc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,3.75
OC1CCN(CCCc2ccccc2COc2ccc(F)cc2)CC1,3.3
COc1cc(OCc2ccccc2CCCN2CCC(O)CC2)cc(OC)c1OC,2.6
OC1CCN(CCCc2ccccc2COc2ccccc2)CC1,3.21
COc1ccccc1SCc1ccccc1CCCN1CCC(O)CC1,3.58
OC1CCN(CCCc2ccccc2CSc2ccccc2)CC1,3.85
Fc1ccc(SCc2ccccc2CCCN2CCOCC2)cc1,3.69
c1ccc(SCc2ccccc2CCCN2CCOCC2)cc1,3.8
OC1CCN(CCCc2ccc(CSc3ccccc3)cc2)CC1,3.67
Fc1ccc(SCc2ccc(CCCN3CCOCC3)cc2)cc1,3.51
c1ccc(SCc2ccc(CCCN3CCOCC3)cc2)cc1,3.62
OCCN(CCO)CCCc1ccc(CSc2ccccc2)cc1,3.31
c1ccc(OCc2cccc(CN3CCCC3)c2)cc1,3.75
OC1CCN(Cc2cccc(COc3ccccc3)c2)CC1,2.77
CN1CCN(Cc2cccc(COc3ccccc3)c2)CC1,3.05
c1ccc(OCc2cccc(CN3CCCOC3)c2)cc1,2.75
OCCN(CCO)Cc1cccc(COc2ccccc2)c1,2.33
COc1ccc(COCc2cccc(CN3CCOCC3)c2)cc1,2.83
Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC2COC2)n1,1.1
COc1cccc(N2CCN(CC3CNC(=N)O3)CC2)c1,0.87
COc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,0.76
N=C1NCC(CN2CCN(c3ccc(Cl)cc3)CC2)O1,1.71
N=C1NCC(CN2CCN(c3ccc(Cl)c(Cl)c3)CC2)O1,2.4
N=C1NCC(CN2CCN(c3ccccc3Cl)CC2)O1,1.87
CCOc1ccccc1N1CCN(CC2CNC(=N)O2)CC1,1.21
Cc1ccc2oc(-c3ccccc3C(=O)O)c(Br)c2c1,5.19
COC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,1.77
CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CC1,2.23
Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CC2)cc1,2.52
COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,2.03
CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,2.64
CC(C)(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,2.68
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CC1,2.32
COC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,1.33
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,2.05
Cc1nonc1S(=O)c1ccccc1,1.76
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,3.8
CCc1ssc(=S)c1-c1ccccc1,3.52
CCCc1cc(=S)ss1,2.83
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0.31
CNC12CCCCC1Cc1ccc(OC)cc12,3.54
CNC12CC=CCC1c1ccccc1C2,3.28
CNC12CCCCCC1Cc1ccccc12,3.77
CNC12c3ccccc3CC1CCCC2C,3.44
CNC12CCCCC1Cc1cc(OC)ccc12,3.51
NC12CCCC1Cc1ccccc12,2.58
CNC12CCCCC1c1ccccc1C2,3.43
Clc1cc(Cl)cc(Oc2ccc(Cl)cc2Cl)c1,6.13
NC12CCCCC1c1ccccc1C2,2.94
Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,1.9
CC1CC2CC=CCC2(N)c2ccccc21,3.4
CC(=O)n1cc(CC(NC(=O)CC2NC(=O)C3C4CCC(CC4)N3C2=O)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,3.69
COC(=O)n1cc(CC(NC(=O)CC2NC(=O)C3C4CCC(CC4)N3C2=O)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,4.05
CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cn(C(=O)OCc2ccccc2)c2ccccc12)NC(=O)CC1NC(=O)C2C3CCC(CC3)N2C1=O,5.66
CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cn(C(=O)OC(C)(C)C)c2ccccc12)NC(=O)CC1NC(=O)C2C3CCC(CC3)N2C1=O,5.33
CCCCCCCC(=O)n1cc(CC(NC(=O)CC2NC(=O)C3C4CCC(CC4)N3C2=O)C(=O)NC(Cc2ccccc2)C(=O)N(C)Cc2ccccc2)c2ccccc21,7.29
COc1ccc(CNC(=O)C(=O)c2c[nH]c3ccc([N+](=O)[O-])cc23)cc1,2.17
O=C(NCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12,2.67
CS(=O)CCCOc1ccc2ccccc2c1,2.42
CCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,3.44
CCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,3.89
CCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,4.43
CCCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,5.01
Clc1cc2c(Cl)ccc(Cl)c2c(Cl)c1Cl,6.8
CCCCCCCCCCCC(=O)C(C)(C)C(=O)N(C)c1c(OC)cc(OC)cc1OC,6.67
COc1ccc(CON2C(=O)CC3(CCCC3)C2=O)cc1,2.23
CON1C(=O)CC2(CCCC2)C1=O,1.15
CCON1C(=O)CC2(CCCC2)C1=O,1.26
O=C1CC2(CCCC2)C(=O)N1Oc1ccccc1,1.77
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1.23
CCOc1cccc(OC(C)=O)c1,2.08
CCc1cccc(CC)c1OC(C)=O,3.4
COC(=O)c1c(F)cccc1Cl,2.42
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,3.49
O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,0.21
ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,5.96
CCCCOCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,4.17
Clc1ccc(Oc2cc(Cl)ccc2Cl)c(Cl)c1,5.78
Clc1cccc(Oc2ccc(Cl)cc2Cl)c1,5.65
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,6.78
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,3.76
CCCOC(=O)c1ccoc1,2.36
CCNC(=O)c1ccc[nH]1,0.8
CCCNC(=O)c1cccn1C,1.63
Clc1ccc(Oc2cccc(Cl)c2Cl)cc1,5.63
Clc1ccc(Oc2c(Cl)cccc2Cl)cc1,5.3
Clc1ccc(Oc2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,6.54
Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1,6.44
Cn1c(CC(=O)O)cnc1C(=O)c1ccc([N+](=O)[O-])cc1,0.86
Clc1cc(Cl)c(Cl)c(Oc2ccc(Cl)c(Cl)c2)c1,6.52
Clc1ccc(Oc2c(Cl)ccc(Cl)c2Cl)cc1Cl,6.31
Clc1cc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,6.98
CCc1ssc(=S)c1CC,3.51
Clc1cc(Cl)cc(Oc2cc(Cl)c(Cl)cc2Cl)c1,6.66
Clc1ccc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)cc1,6.47
Clc1cc(Cl)cc(Oc2ccc(Cl)c(Cl)c2Cl)c1,6.58
Clc1cc(Cl)c(Oc2cccc(Cl)c2Cl)cc1Cl,6.22
Clc1ccc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c1,6.51
Clc1cccc(Oc2ccc(Cl)c(Cl)c2Cl)c1Cl,6.3
OC1=NCCC2CN=C(O)C12,-1.95
CCOC(=O)C1CN=C(O)CC1C(=O)OCC,-0.03
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCC1,2.36
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCCCC1,2.84
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCCCCC1,3.41
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCC1,2.45
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCCC1,2.73
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCCCC1,2.94
COC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCC1,2.28
CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCCC1,3.16
CC(C)OC(=O)C1(S(=O)(=O)c2ccccc2)CCC1,2.78
CCOC(=O)C1(S(=O)(=O)c2ccc(C)cc2)CCC1,2.31
COC(=O)C1(S(=O)(=O)c2ccccc2)CCC1,1.63
COC(=O)C1(S(=O)(=O)c2ccccc2)CCCC1,1.98
COC(=O)C1(S(=O)(=O)c2ccccc2)CCCCC1,2.3
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,3.7
O=c1nc(Nc2ccccc2)[nH]c2c1ncn2CCCCO,1.26
Clc1cc(Cl)c(Cl)c(Oc2ccccc2)c1,5.62
Clc1ccc(Cl)c(Oc2ccccc2)c1Cl,5.35
Clc1cc(Cl)c(Oc2ccccc2Cl)cc1Cl,5.97
Clc1ccc(Oc2cccc(Cl)c2Cl)cc1Cl,5.99
Clc1cc(Cl)c(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1,6.6775
CC1=Nc2ccncc2S(=O)(=O)N1,-0.41
COc1ccc(-c2nc3ccc(C)cc3[nH]2)c(OC)c1,3.78
Cc1ccc(-c2nc3ccc([N+](=O)[O-])cc3[nH]2)c(C)c1,4.1
CCCCc1cssc1=S,3.7
CCCCCc1cssc1=S,4.06
CCCc1ssc(=S)c1C,3.42
CCCc1cssc1=O,2.38
CCc1cc(=O)ss1,1.69
CCCc1cc(=O)ss1,2.24
CCc1ssc(=O)c1CC,2.78
CCCc1c(C)ssc1=O,2.96
CCc1ssc(=O)c1-c1ccccc1,3.15
CC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,5.9
ClCC1(C(Cl)Cl)C2C(Cl)CC1(C(Cl)Cl)C(Cl)C2Cl,5.19
ClCC1(C(Cl)Cl)C2CC(Cl)C1(C(Cl)Cl)CC2(Cl)Cl,5.75
ClC(Cl)C1(C(Cl)Cl)C2CC(Cl)(Cl)C1CC2(Cl)Cl,5.79
Cc1ccccc1OCC1CNC(=N)O1,1.69
N=C1NCC(COc2ccccc2Cl)O1,1.77
N=C1NCC(COc2ccc([N+](=O)[O-])cc2)O1,1.17
N=C1NCC(COc2cccc([N+](=O)[O-])c2)O1,1.23
CCOc1ccccc1OCC1CNC(=N)O1,1.24
COc1ccccc1OCC1CNC(=N)O1,0.85
CC(C)CN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,3.66
CCCCCN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,4.24
CC(C)CCN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,4.16
CC1CCC2CC(=O)N(Cc3ccc(Cl)cc3)C3OC4(C)CCC1C23OO4,4.32
CC1CCC2CC(=O)N(CCCc3ccccc3)C3OC4(C)CCC1C23OO4,4.39
COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,4.65
CCCNC(=O)c1cccs1,1.68
CCCOC(=O)c1ccsc1,3.03
Cc1c(CNc2ccc(Cl)cc2)cnc2[nH]c(=N)[nH]c(=N)c12,2.03
Cc1ccc(C)c(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)c1,2.29
CCC(C)C(NC(=O)c1cn(CC)c2nc(C)ccc2c1=O)C(=O)OC,3.15
CCOC(=O)CNC(=O)c1cn(CC)c2nc(C)ccc2c1=O,2.07
CCn1cc(C(=O)NC(C(=O)OC)C(C)C)c(=O)c2ccc(C)nc21,3.61
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,3.99
Cc1c(CNc2ccccc2)cnc2[nH]c(=N)[nH]c(=N)c12,2.02
Cc1cc(C)cc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)c1,2.11
CC(=O)c1ccc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)cc1,1.45
CC(=O)c1cccc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)c1,1.46
Cc1ccccc1NCc1cnc2[nH]c(=N)[nH]c(=N)c2c1C,1.98
O=C(NCc1ccc(F)cc1)C(=O)c1c[nH]c2ccccc12,2.88
CC#CCOC(C)c1ccc(OC)c(OC)c1,2.4
O=C1N=C(N2CCOCC2)CN1c1ccc(Cl)cc1,1.5
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,2.96
COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,3.65
O=C(C=Cc1cccc(Cl)c1)C(F)(F)F,3.58
O=C(C=Cc1ccc(Cl)cc1)C(F)(F)F,3.63
CCOc1ccccc1NCc1cnc2[nH]c(=N)[nH]c(=N)c2c1C,2.07
Cc1nc[nH]c1[N+](=O)[O-],0.23
c1ccc(CSc2nc[nH]n2)cc1,1.45
c1ccc(CSc2cnn[nH]2)cc1,2.65
FC(F)(F)CN(CC(F)(F)F)c1ccc(Br)cc1,4.7
O=CC(CO)OC(C=O)n1cnc2c(O)ncnc21,-2.11
COc1ccc(-c2ncc[nH]2)c(OC)c1,1.72
Cc1nonc1-c1ccccc1[N+](=O)[O-],2.21
c1ccc2c(c1)CNc1ccccc1C2,2.9
Cc1cc(C)cc(NS(=O)(=O)c2ccc(N)cc2)c1,2.52
COc1ccc(-c2nc3ccccc3[nH]2)c(OC)c1,2.59
CN(C)C(=O)Cc1ccsc1,0.65
CS(=O)(=O)N(c1ccccc1)S(C)(=O)=O,0.62
CCC1(CC)SCC(=O)NC1=O,1.52
CCCCSC(C)(C)C(N)=O,1.81
O=C(O)COc1cc(F)cc(Cl)c1,2.2
O=C(O)COc1cc(F)cc(I)c1,2.42
O=C(O)Cc1ccc(S(=O)(=O)F)cc1,1.86
NNc1ncnc2ccccc12,1.67
CS(=O)(=O)c1cccc(CC(=O)O)c1,0.06
CS(=O)(=O)c1cccc(OCC(=O)O)c1,0.01
CN(CCO)N=Nc1ccccc1,1.71
O=C(O)COc1ccc(Cl)c(C(=O)O)c1,1.07
CC(=O)Oc1cccc(C(F)(F)F)c1,2.63
O=C(O)COc1cccc(OC(F)(F)F)c1,2.48
Cc1cccc2c1ncc[n+]2[O-],1.2
N=C(O)NC1OC(=O)c2ccccc21,0.49
CC(=O)c1cccc(C(=O)O)c1,1.56
FC(F)(F)CCc1ccccc1,3.31
COc1ccc(N=NN(C)C(C)=O)cc1,2.61
CCc1cc(OP(=O)(OC)OC)ccc1[N+](=O)[O-],2.19
CC(O)=Nc1cccc(N=NN(C)C)c1,1.61
CCCCC1OC(=O)c2cc(Cl)ccc21,3.53
O=C1CCCN1CCOc1ccc([N+](=O)[O-])cc1,1.33
CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,-0.24
CCCCC1OC(=O)c2cc(N)ccc21,2.86
CCN(CCOC(C)=O)c1ccccc1,2.04
CCCCCC1(CC)C(=O)N(C)C(=O)N=C1O,2.45
COc1cc(Cc2cnc(N)nc2N)cc2c1OCO2,1.38
CC(=O)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,-0.04
COc1ccccc1C(=O)N1CCN(C)CC1,0.29
CC(=O)Oc1ccc(N=C2C=CC(=O)C=C2)cc1,1.43
O=C(O)COc1ccc(N=Nc2ccccc2)cc1,2.99
CN(C)c1ccc(N=C2C=CC(=O)C=C2)cc1,2.02
O=C(O)C1c2ccccc2Cc2ccccc21,2.78
Nc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,3.16
O=C1C(N2CCOCC2)=C(N2CC2)C(=O)C(N2CCOCC2)=C1N1CC1,0.52
O=C(O)CCN1CCCCC1,-2.45
N#CCCN(N)c1nc2ccccc2o1,0.9
C=Cc1ccc([N+](=O)[O-])o1,1.61
CCC(O)CCC(F)(F)F,1.7
CS(=O)c1sc(C#N)c(Cl)c1C#N,2.15
CS(=O)c1ccsc1,0.91
CS(=O)c1cccs1,0.91
Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,6.7
COP(=S)(OC)Oc1ccc(SC)cc1,3.74
O=C1CCC(=O)N1c1ccccc1C(F)(F)F,0.76
O=C1CCC(=O)N1c1ccc(C(F)(F)F)cc1,1.45
N#Cc1cccc(N2C(=O)CCC2=O)c1,0.02
COc1ccccc1N1C(=O)CCC1=O,-0.02
Oc1ccc(C(c2ccc(O)cc2)c2ccccn2)cc1,2.84
Oc1ccc(C(c2ccc(O)cc2)c2cccnc2)cc1,3.13
Oc1ccc(C(c2ccncc2)c2ccc(O)cc2)cc1,3.24
CCCCCOC(=O)c1cccnc1,2.55
NC(=O)Cc1ccc(C(=O)O)cc1,0.3
CCN1C(=O)C(Cc2ccccc2)N=C1O,1.61
CCN(C)C(=O)c1cccc(Oc2ccccc2)c1,2.98
Cc1ccccc1C(=O)C(C)CN1CCCCC1,3.69
CC(CF)NCC(O)COc1cccc2[nH]c3ccccc3c12,2.81
COc1cccc(C(=O)NC2CCN(Cc3ccc(F)cc3)CC2)c1OC,2.87
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cc(Cl)ccc1Cl,3.36
COc1c2occc2cc2ccc(=O)oc12,1.9825
O=[N+]([O-])c1ncn(CC(O)CF)n1,-0.59
Cc1cc(NN)ncn1,0.62
CS(=O)(=O)CCC(N)C(=O)O,-3.1
O=C(O)Cn1cccc1,0.7
CNC(=O)c1ccco1,0.23
Cc1ncc([N+](=O)[O-])n1CCCl,0.88
CNC(=O)c1n[nH]c(C)c1[N+](=O)[O-],-0.23
CNc1nc(NC)nc(SC(F)F)n1,2.31
CN(C)c1cccnc1,1.41
CCn1cc(C)c(=O)[nH]c1=O,-0.15
Cn1c(=N)[nH]c2cc(Cl)c(Cl)cc21,2.98
OC1=NC(c2cccnc2)C(O)=N1,-0.95
CCc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.67
CNc1nc(NC(C)C)nc(SC(F)F)n1,3.789166667
O=CNc1ccc2[nH]ccc2c1,1.07
Cn1c(N)nc2ccc(C#N)cc21,1.29
Cn1c(N)nc2cc(C#N)ccc21,1.11
NC(=O)Nc1nc(-c2ccccc2)no1,1.76
O=C1CC(Sc2ccccc2)N1,1.58
CN(C)C(=O)c1ccccc1O,0.44
CCn1cnc2c(NC(C)=O)ncnc21,-0.41
C=CCOc1noc2c1CNCC2,0.56
COc1ccc(N=NN(C)C)cc1,2.99
CCCCNc1nc(NC)nc(SC(F)F)n1,3.7
OCc1ccc2cccnc2c1,1.29
O=C(OC1CC(O)=N1)c1ccccc1,1.37
CC1(c2ccccc2)N=C(O)N=C1O,1.02
COc1ccc(CC#N)cc1OC,1.15
COC(=O)c1ccccc1N=NN(C)C,2.51
COC(=O)c1cccc(N=NN(C)C)c1,3.12
COC(=O)c1ccc(N=NN(C)C)cc1,3.22
CN(C)C1=CC(=O)C(N(C)C)=CC1=O,1.03
CCOc1ccccc1OCC,2.42
COc1c(O)c(C)c(C)c(O)c1OC,1.6
OCCCCCc1ccccn1,1.28
CC(C)Nc1nc(NC(C)C)nc(SC(F)F)n1,4.25
CCCCNc1nc(NCC)nc(SC(F)F)n1,4.51
O=C(Nc1cccc2cccnc12)C(F)(F)F,3.24
Cc1c(Cl)cc(-c2ccc(O)nn2)cc1Cl,3.2
CC1=C(N2CC2)C(=O)C(Cl)=C(N2CC2)C1=O,1.2
NC(Cc1c[nH]c2cccc(F)c12)C(=O)O,-1.07
NC(Cc1c[nH]c2ccc(F)cc12)C(=O)O,-0.71
CCc1cccc2cccnc12,2.93
CC(=O)c1cn(C)c2ccccc12,1.95
CC1(c2ccncc2)CCC(O)=NC1=O,0.07
CC(C)C(C#N)c1ccccc1,2.33
CN(C)N=Nc1ccc(C=CC(=O)O)cc1,2.66
CN(C)CCOC(=O)c1ccc([N+](=O)[O-])cc1,1.7
CN(C)CCOC(=O)c1ccccc1,2.06
c1nnnn1C12CC3CC(CC(C3)C1)C2,2.95
CCN(CC)N=Nc1ccc(C(N)=O)cc1,2.26
N=C(N)NCCCCc1ccccc1,1.59
CCCCCCn1cc(C)c(=O)[nH]c1=O,1.93
CCN(CC)S(=O)(=O)c1ccc(OC)c(N)c1,1.7
O=C1C=C(N2CC2)C(=O)c2ccccc21,1.71
O=C(O)C(c1ccc(Cl)cc1)n1cccc1,2.3
O=C(O)C(c1ccccc1)n1cccc1,1.57
CN(C)C1=CC(=O)c2ccccc2C1=O,1.9
O=C1C(F)=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,0.14
CC1CN1C1=C(F)C(=O)C(N2CC2C)=C(F)C1=O,1.61
COC1=C(N2CC2)C(=O)C(OC)=C(N2CC2)C1=O,0.17
CNC1=C(N2CC2)C(=O)C(NC)=C(N2CC2)C1=O,0.13
CCCOC(=O)C(C(=O)OCCC)=C1SC=CS1,3.93
Nc1ccc2c(c1)C(=O)c1ccccc1-2,2.95
c1ccc(-c2cc3ccccc3[nH]2)nc1,3.33
NC(=O)OCCC1=C(N2CC2)C(=O)C(Br)=C(N2CC2)C1=O,0.68
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCNCC1,1.35
CCC1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,1.35
c1ccc(C23CCN(CC2)CC3)cc1,2.54
